"","INCIDENT_NUMBER","LOCATION_DISTRICT","OFFENS_DESCRIPTION","ymd","month","wday","LONGTITUDE","LATITUDE","LOCATION_ADDRESS","CITY","STATE"
"3174","2016-008778",64,"BATTERY 2ND DEGREE",2016-01-24,1,"Sunday",-92.3726662,34.7390017,"1500 JOHN BARROW RD","Little Rock"," Arkansas"
"3175","2016-062064",62,"BATTERY 1ST DEGREE",2016-05-26,5,"Thursday",-92.343854,34.7187777,"6200 COLONEL GLENN RD","Little Rock"," Arkansas"
"3176","2016-015042",63,"BREAKING ",2016-02-09,2,"Tuesday",-92.3778681,34.7686927,"1812 RESERVOIR RD","Little Rock"," Arkansas"
"3177","2016-082421",54,"BATTERY 1ST DEGREE",2016-07-23,7,"Saturday",-92.3228851,34.7404711,"4407 W 12TH ST","Little Rock"," Arkansas"
"3178","2016-028822",41,"BATTERY 2ND DEGREE",2016-03-16,3,"Wednesday",-92.2702479,34.7240806,"2500 S ROCK ST","Little Rock"," Arkansas"
"3179","2016-016090",52,"BATTERY 2ND DEGREE",2016-02-12,2,"Friday",-92.2863559,34.7324254,"1100 WRIGHT AVE","Little Rock"," Arkansas"
"3180","2016-007524",52,"BREAKING ",2015-01-18,1,"Sunday",-92.2909473,34.7269583,"1603 W 23RD ST","Little Rock"," Arkansas"
"3181","2016-025346",53,"BREAKING ",2016-03-04,3,"Friday",-92.3164044,34.7338235,"3813 W 19TH ST","Little Rock"," Arkansas"
"3182","2016-000712",54,"AUTOTHEFT",2016-01-01,1,"Friday",-92.3228851,34.7404711,"4407 W 12TH ST","Little Rock"," Arkansas"
"3183","2016-077375",81,"BATTERY 1ST DEGREE",2016-07-11,7,"Monday",-92.336563,34.669047,"5300 BASELINE RD","Little Rock"," Arkansas"
"3184","2016-139022",62,"BATTERY 2ND DEGREE",2016-12-12,12,"Monday",-92.3457789,34.71887,"6310 COLONEL GLENN RD","Little Rock"," Arkansas"
"3185","2016-007568",72,"BREAKING ",2016-01-20,1,"Wednesday",-92.4486027,34.756877,"16105 CHENAL","Little Rock"," Arkansas"
"3186","2016-016684",90,"BATTERY 2ND DEGREE",2016-02-14,2,"Sunday",-92.3440038,34.6903645,"6101 W 65TH ST","Little Rock"," Arkansas"
"3187","2016-002331",71,"BREAKING ",2016-01-06,1,"Wednesday",-92.4113767,34.7343395,"2200 S BOWMAN RD","Little Rock"," Arkansas"
"3188","2016-027609",54,"AUTOTHEFT",2016-03-12,3,"Saturday",-92.3389971,34.7357022,"1801 S BUCHANAN ST","Little Rock"," Arkansas"
"3189","2016-074938",54,"AUTOTHEFT",2016-07-05,7,"Tuesday",-92.3294617,34.7257214,"4922 W 29TH ST","Little Rock"," Arkansas"
"3190","2016-031955",82,"AUTOTHEFT",2016-03-23,3,"Wednesday",-92.4227185,34.6718226,"23 SOUTHERN HILLS","Little Rock"," Arkansas"
"3191","2016-062241",61,"BREAKING ",2016-06-04,6,"Saturday",-92.3439293,34.7241287,"21 LAKESHORE DR","Little Rock"," Arkansas"
"3192","2016-135149",51,"AUTOTHEFT",2016-12-02,12,"Friday",-92.310269,34.732068,"2021 BROWN ST","Little Rock"," Arkansas"
"3193","2016-015315",54,"BATTERY 2ND DEGREE",2016-02-10,2,"Wednesday",-92.320853,34.7486214,"4301 W MARKHAM ST","Little Rock"," Arkansas"
"3194","2016-134741",62,"AUTOTHEFT",2016-12-01,12,"Thursday",-92.3599227,34.7269908,"2901 DORCHESTER DR","Little Rock"," Arkansas"
"3195","2016-061487",64,"BATTERY 1ST DEGREE",2016-06-04,6,"Saturday",-92.3728974,34.7243036,"3200 JOHN BARROW RD","Little Rock"," Arkansas"
"3196","2016-135163",81,"AUTOTHEFT",2016-12-02,12,"Friday",-92.33535,34.688997,"6600 LANCASTER RD","Little Rock"," Arkansas"
"3197","2016-131235",54,"BATTERY 1ST DEGREE",2016-11-21,11,"Monday",-92.330662,34.720591,"5103 ASHER","Little Rock"," Arkansas"
"3198","2016-006925",72,"BREAKING ",2016-01-19,1,"Tuesday",-92.4520319,34.759374,"16900 CHENAL","Little Rock"," Arkansas"
"3199","2016-031839",60,"AUTOTHEFT",2016-03-20,3,"Sunday",-92.351186,34.758126,"700 N COOLIDGE ST","Little Rock"," Arkansas"
"3200","2016-064372",40,"BATTERY 2ND DEGREE",2016-06-12,6,"Sunday",-92.2723491,34.7478754,"111 CENTER ST","Little Rock"," Arkansas"
"3201","2016-012752",40,"BATTERY 2ND DEGREE",2016-02-03,2,"Wednesday",-92.2692901,34.7420807,"224 E 7TH ST","Little Rock"," Arkansas"
"3202","2016-009967",64,"BATTERY 2ND DEGREE",2016-01-27,1,"Wednesday",-92.371526,34.740619,"8700 KANIS RD","Little Rock"," Arkansas"
"3203","2016-142851",64,"BATTERY 1ST DEGREE",2016-12-21,12,"Wednesday",-92.3785275,34.723655,"3224 LEHIGH DR","Little Rock"," Arkansas"
"3204","2016-019278",53,"BREAKING ",2016-02-21,2,"Sunday",-92.3111863,34.7252697,"3301 W ROOSEVELT RD","Little Rock"," Arkansas"
"3205","2016-006048",82,"BREAKING ",2016-01-16,1,"Saturday",-92.333539,34.668014,"8923 SUNSET LN","Little Rock"," Arkansas"
"3206","2016-023539",61,"BREAKING ",2016-03-03,3,"Thursday",-92.3701213,34.7367641,"8600 LABETTE DR","Little Rock"," Arkansas"
"3207","2016-082944",64,"BATTERY 2ND DEGREE",2016-07-24,7,"Sunday",-92.380145,34.721338,"9600 W 36TH ST","Little Rock"," Arkansas"
"3208","2016-008654",91,"BREAKING ",2016-01-24,1,"Sunday",-92.3664007,34.6740084,"9515 INTERSTATE 30","Little Rock"," Arkansas"
"3209","2016-039299",63,"BATTERY 2ND DEGREE",2016-04-01,4,"Friday",-92.3783961,34.7598798,"708 TOWNE OAKS DR","Little Rock"," Arkansas"
"3210","2016-136254",61,"AUTOTHEFT",2016-12-05,12,"Monday",-92.3490892,34.7326462,"76 BELMONT DR","Little Rock"," Arkansas"
"3211","2016-013729",91,"BREAKING ",2016-02-06,2,"Saturday",-92.3664007,34.6740084,"9515 INTERSTATE 30","Little Rock"," Arkansas"
"3212","2016-114483",54,"BATTERY 1ST DEGREE",2016-10-10,10,"Monday",-92.3262259,34.7436047,"900 JEFFERSON ST","Little Rock"," Arkansas"
"3213","2016-135984",91,"BREAKING ",2016-12-03,12,"Saturday",-92.3548938,34.645877,"11505 WARREN RD","Little Rock"," Arkansas"
"3214","2016-070157",61,"BREAKING ",2016-06-25,6,"Saturday",-92.3474455,34.7389052,"1501 LEISURE PL","Little Rock"," Arkansas"
"3215","2016-131290",64,"BATTERY 2ND DEGREE",2016-11-21,11,"Monday",-92.3812078,34.7441644,"9601 BAPTIST HEALTH DR","Little Rock"," Arkansas"
"3216","2016-004599",64,"BREAKING ",2016-01-13,1,"Wednesday",-92.399326,34.7271811,"12 CROSSINGS CT","Little Rock"," Arkansas"
"3217","2016-016868",64,"BREAKING ",2016-02-14,2,"Sunday",-92.3958486,34.7546809,"8 SHACKLEFORD DR","Little Rock"," Arkansas"
"3218","2016-113758",53,"AUTOTHEFT",2016-10-08,10,"Saturday",-92.312977,34.744952,"721 S VALENTINE ST","Little Rock"," Arkansas"
"3219","2016-075882",71,"AUTOTHEFT",2016-07-07,7,"Thursday",-92.4004069,34.757909,"516 GREEN MOUNTAIN CIR","Little Rock"," Arkansas"
"3220","2016-121544",53,"BATTERY 1ST DEGREE",2016-10-27,10,"Thursday",-92.3112441,34.7288721,"3310 ASHER AVE","Little Rock"," Arkansas"
"3221","2016-011412",63,"BREAKING ",2016-01-31,1,"Sunday",-92.3867039,34.7619394,"11 CONNELL DR","Little Rock"," Arkansas"
"3222","2016-026446",63,"BATTERY 1ST DEGREE",2016-03-10,3,"Thursday",-92.377035,34.770293,"1900 RESERVOIR RD","Little Rock"," Arkansas"
"3223","2016-021592",53,"BREAKING ",2016-02-27,2,"Saturday",-92.3087027,34.7281433,"2504 JOHNSON ST","Little Rock"," Arkansas"
"3224","2016-132978",93,"BATTERY 2ND DEGREE",2016-11-26,11,"Saturday",-92.4305424,34.6527807,"33 NANDINA CIR","Little Rock"," Arkansas"
"3225","2016-040597",54,"BATTERY 1ST DEGREE",2016-04-14,4,"Thursday",-92.3247985,34.7235565,"4512 ASHER AVE","Little Rock"," Arkansas"
"3226","2016-121773",53,"AUTOTHEFT",2016-10-28,10,"Friday",-92.2996549,34.7481199,"301 RICE ST","Little Rock"," Arkansas"
"3227","2016-010542",60,"AUTOTHEFT",2016-01-28,1,"Thursday",-92.3505111,34.7704641,"2 DARBY PL","Little Rock"," Arkansas"
"3228","2016-112445",71,"AUTOTHEFT",2016-10-05,10,"Wednesday",-92.4131906,34.753676,"12524 CHENAL PKWY","Little Rock"," Arkansas"
"3229","2016-073166",61,"AUTOTHEFT",2016-07-01,7,"Friday",-92.3663814,34.730709,"2424 WALKER ST","Little Rock"," Arkansas"
"3230","2016-140643",54,"AUTOTHEFT",2016-12-16,12,"Friday",-92.3347011,34.7229026,"3201 FAIR PARK BLVD","Little Rock"," Arkansas"
"3231","2016-127613",90,"BATTERY 1ST DEGREE",2016-11-12,11,"Saturday",-92.3860096,34.6968777,"5408 GREENWOOD ACRES BLVD","Little Rock"," Arkansas"
"3232","2016-060011",52,"AUTOTHEFT",2016-05-27,5,"Friday",-92.2907243,34.722353,"2717 BISHOP ST","Little Rock"," Arkansas"
"3233","2016-067099",50,"AUTOTHEFT",2016-06-17,6,"Friday",-92.3097423,34.753366,"405 MIDLAND ST","Little Rock"," Arkansas"
"3234","2016-131066",93,"AUTOTHEFT",2016-11-21,11,"Monday",-92.4415438,34.6451635,"12109 STAGECOACH RD","Little Rock"," Arkansas"
"3235","2016-139328",41,"AUTOTHEFT",2016-12-12,12,"Monday",-92.2716758,34.7280598,"2116 CUMBERLAND ST","Little Rock"," Arkansas"
"3236","2016-072305",64,"BATTERY 2ND DEGREE",2016-06-30,6,"Thursday",-92.380145,34.721338,"9600 W 36TH ST","Little Rock"," Arkansas"
"3237","2016-113696",62,"AUTOTHEFT",2016-10-08,10,"Saturday",-92.3613697,34.71091,"7612 ASCENSION RD","Little Rock"," Arkansas"
"3238","2016-130118",42,"AUTOTHEFT",2016-11-10,11,"Thursday",-92.2207941,34.7281907,"1 AIRPORT RD","Little Rock"," Arkansas"
"3239","2016-015559",52,"BREAKING ",2016-02-11,2,"Thursday",-92.2839506,34.7260618,"2324 S IZARD ST","Little Rock"," Arkansas"
"3240","2016-041720",50,"AUTOTHEFT",2016-04-02,4,"Saturday",-92.3114842,34.7749697,"2514 RIVERFRONT DR","Little Rock"," Arkansas"
"3241","2016-003108",71,"BREAKING ",2016-01-08,1,"Friday",-92.4068189,34.741578,"1311 S BOWMAN RD","Little Rock"," Arkansas"
"3242","2016-122556",90,"BREAKING ",2016-10-29,10,"Saturday",-92.3678465,34.6755566,"9520 INTERSTATE 30","Little Rock"," Arkansas"
"3243","2016-020777",63,"BREAKING ",2016-02-25,2,"Thursday",-92.3591339,34.7552703,"21 WINGATE DR","Little Rock"," Arkansas"
"3244","2016-120609",90,"BREAKING ",2016-10-23,10,"Sunday",-92.4007055,34.7090713,"21 REMINGTON DR","Little Rock"," Arkansas"
"3245","2016-074031",64,"BATTERY 1ST DEGREE",2016-07-04,7,"Monday",-92.4037747,34.7555008,"105 MARKHAM PARK DR","Little Rock"," Arkansas"
"3246","2016-123915",50,"AUTOTHEFT",2016-11-02,11,"Wednesday",-92.3214497,34.7526697,"201 WALNUT ST","Little Rock"," Arkansas"
"3247","2016-133969",52,"AUTOTHEFT",2016-11-29,11,"Tuesday",-92.2804486,34.7243143,"2500 S ARCH ST","Little Rock"," Arkansas"
"3248","2016-119214",50,"AUTOTHEFT",2016-10-22,10,"Saturday",-92.3395783,34.7663169,"1501 N UNIVERSITY AVE","Little Rock"," Arkansas"
"3249","2016-123715",91,"BREAKING ",2016-11-01,11,"Tuesday",-92.3642032,34.6752168,"9401 INTERSTATE 30","Little Rock"," Arkansas"
"3250","2016-001449",50,"BREAKING ",2016-01-03,1,"Sunday",-92.3079644,34.7720069,"2400 RIVERFRONT DR","Little Rock"," Arkansas"
"3251","2016-134757",82,"AUTOTHEFT",2016-12-01,12,"Thursday",-92.314516,34.6664109,"9101 AUXOR RD","Little Rock"," Arkansas"
"3252","2016-004558",53,"BATTERY 1ST DEGREE",2016-01-12,1,"Tuesday",-92.315477,34.7293189,"2400 MAPLE ST","Little Rock"," Arkansas"
"3253","2016-110323",82,"AUTOTHEFT",2016-09-30,9,"Friday",-92.3399026,34.663018,"5512 SOUTHBORO DR","Little Rock"," Arkansas"
"3254","2016-043176",93,"AUTOTHEFT",2016-04-20,4,"Wednesday",-92.397444,34.6713306,"10900 BASELINE RD","Little Rock"," Arkansas"
"3255","2016-090852",53,"BATTERY 2ND DEGREE",2016-08-12,8,"Friday",-92.3112056,34.7404808,"3316 W 12TH ST","Little Rock"," Arkansas"
"3256","2016-131956",60,"AUTOTHEFT",2016-11-23,11,"Wednesday",-92.3430285,34.755682,"6225 FATHER TRIBOU ST","Little Rock"," Arkansas"
"3257","2016-124865",50,"AUTOTHEFT",2016-11-04,11,"Friday",-92.3367129,34.7629379,"204 N FILLMORE ST","Little Rock"," Arkansas"
"3258","2016-008127",60,"BREAKING ",2016-01-22,1,"Friday",-92.3595001,34.7731864,"7626 CANTRELL RD","Little Rock"," Arkansas"
"3259","2016-125057",64,"AUTOTHEFT",2016-11-04,11,"Friday",-92.4020066,34.744717,"1015 AUTUMN RD","Little Rock"," Arkansas"
"3260","2016-127177",61,"AUTOTHEFT",2016-11-11,11,"Friday",-92.3496297,34.7367251,"1701 WESTPARK DR","Little Rock"," Arkansas"
"3261","2016-118422",61,"AUTOTHEFT",2016-10-19,10,"Wednesday",-92.348009,34.7320319,"73 BROADMOOR DR","Little Rock"," Arkansas"
"3262","2016-012245",54,"BATTERY 2ND DEGREE",2016-02-02,2,"Tuesday",-92.3229711,34.7360939,"1622 S PEYTON ST","Little Rock"," Arkansas"
"3263","2016-106588",71,"AUTOTHEFT",2016-09-21,9,"Wednesday",-92.4381093,34.7528581,"14421 WOODCREEK DR","Little Rock"," Arkansas"
"3264","2016-040574",54,"BATTERY 1ST DEGREE",2016-04-14,4,"Thursday",-92.323337,34.739992,"4420 W 13TH ST","Little Rock"," Arkansas"
"3265","2016-017713",63,"BREAKING ",2016-02-17,2,"Wednesday",-92.3641454,34.7707028,"8110 ALVIN LN","Little Rock"," Arkansas"
"3266","2016-088066",82,"BATTERY 1ST DEGREE",2016-08-06,8,"Saturday",-92.3553498,34.6690414,"8818 DAILEY DR","Little Rock"," Arkansas"
"3267","2016-013891",60,"BREAKING ",2016-02-06,2,"Saturday",-92.3513719,34.7654995,"1412 MELLON ST","Little Rock"," Arkansas"
"3268","2016-001037",72,"BREAKING ",2016-01-03,1,"Sunday",-92.5156543,34.8147436,"28 COMMENTRY DR","Little Rock"," Arkansas"
"3269","2016-046277",42,"AUTOTHEFT",2016-03-11,3,"Friday",-92.2207941,34.7281907,"1 AIRPORT RD","Little Rock"," Arkansas"
"3270","2016-111328",54,"AUTOTHEFT",2016-10-02,10,"Sunday",-92.3225859,34.7343751,"1811 PEYTON ST","Little Rock"," Arkansas"
"3271","2016-064395",51,"AUTOTHEFT",2016-06-11,6,"Saturday",-92.2889346,34.7390658,"1201 DR MARTIN LUTHER KING DR","Little Rock"," Arkansas"
"3272","2016-011756",54,"BREAKING ",2016-01-31,1,"Sunday",-92.3382844,34.7378086,"1524 S PIERCE ST","Little Rock"," Arkansas"
"3273","2016-010657",60,"BREAKING ",2016-01-29,1,"Friday",-92.4162257,34.7960857,"4710 SAM PECK RD","Little Rock"," Arkansas"
"3274","2016-116230",52,"BATTERY 2ND DEGREE",2016-10-14,10,"Friday",-92.2893195,34.7244725,"1423 W ROOSEVELT RD","Little Rock"," Arkansas"
"3275","2016-020064",72,"BREAKING ",2015-02-23,2,"Monday",-92.4538803,34.7773624,"62 VILLAS CIR","Little Rock"," Arkansas"
"3276","2016-039875",54,"BATTERY 2ND DEGREE",2016-04-12,4,"Tuesday",-92.3403264,34.738503,"1424 S GRANT ST","Little Rock"," Arkansas"
"3277","2016-116405",91,"BREAKING ",2016-10-15,10,"Saturday",-92.3670561,34.6740389,"9525 INTERSTATE 30","Little Rock"," Arkansas"
"3278","2016-105572",90,"AUTOTHEFT",2016-09-18,9,"Sunday",-92.3960751,34.7109859,"4900 TALLEY RD","Little Rock"," Arkansas"
"3279","2016-030196",63,"BATTERY 2ND DEGREE",2016-03-19,3,"Saturday",-92.3610992,34.7444977,"1 KANIS PARK RD","Little Rock"," Arkansas"
"3280","2016-131046",60,"AUTOTHEFT",2016-11-20,11,"Sunday",-92.3505098,34.7546446,"315 AUBURN DR","Little Rock"," Arkansas"
"3281","2016-045755",82,"BREAKING ",2016-04-27,4,"Wednesday",-92.348072,34.6653576,"15 SAXONY CIR","Little Rock"," Arkansas"
"3282","2016-021049",64,"BATTERY 2ND DEGREE",2016-02-25,2,"Thursday",-92.3948238,34.7427335,"1200 S SHACKLEFORD RD","Little Rock"," Arkansas"
"3283","2016-117940",81,"BATTERY 1ST DEGREE",2016-10-19,10,"Wednesday",-92.3442659,34.6833953,"7300 GEYER SPRINGS RD","Little Rock"," Arkansas"
"3284","2016-096542",53,"AUTOTHEFT",2016-08-16,8,"Tuesday",-92.2978621,34.7490024,"204 BARTON ST","Little Rock"," Arkansas"
"3285","2016-121427",54,"BATTERY 2ND DEGREE",2016-10-27,10,"Thursday",-92.322143,34.7370373,"4318 W 16TH ST","Little Rock"," Arkansas"
"3286","2016-063922",51,"BATTERY 2ND DEGREE",2016-06-10,6,"Friday",-92.2929685,34.7429496,"1 CHILDRENS WAY","Little Rock"," Arkansas"
"3287","2016-117951",80,"AUTOTHEFT",2016-10-19,10,"Wednesday",-92.3464534,34.6913828,"6425 S UNIVERSITY AVE","Little Rock"," Arkansas"
"3288","2016-137869",50,"AUTOTHEFT",2016-12-08,12,"Thursday",-92.3116484,34.7605561,"24 OAKWOOD RD","Little Rock"," Arkansas"
"3289","2016-076140",54,"BATTERY 2ND DEGREE",2016-07-08,7,"Friday",-92.3389655,34.750314,"2 SAINT VINCENT CIR","Little Rock"," Arkansas"
"3290","2016-112882",54,"BATTERY 1ST DEGREE",2016-10-06,10,"Thursday",-92.3247543,34.7366191,"1624 CONE LN","Little Rock"," Arkansas"
"3291","2016-084778",51,"AUTOTHEFT",2016-07-29,7,"Friday",-92.2838789,34.7426489,"1101 W 8TH ST","Little Rock"," Arkansas"
"3292","2016-057272",90,"BREAKING ",2016-05-25,5,"Wednesday",-92.3569367,34.6907064,"5 DEBBIE CIR","Little Rock"," Arkansas"
"3293","2016-014117",93,"BREAKING ",2016-02-06,2,"Saturday",-92.4306007,34.6758525,"4 BIRDIE LN","Little Rock"," Arkansas"
"3294","2016-043921",82,"BATTERY 2ND DEGREE",2016-04-22,4,"Friday",-92.33535,34.688997,"6600 LANCASTER RD","Little Rock"," Arkansas"
"3295","2016-141545",90,"AUTOTHEFT",2016-12-18,12,"Sunday",-92.3561176,34.6955251,"24 EDGEMONT DR","Little Rock"," Arkansas"
"3296","2016-099453",50,"AUTOTHEFT",2016-08-29,8,"Monday",-92.3255133,34.7585676,"2900 KAVANAUGH","Little Rock"," Arkansas"
"3297","2016-008814",54,"BATTERY 1ST DEGREE",2016-01-24,1,"Sunday",-92.3215267,34.7317413,"4224 W 22ND ST","Little Rock"," Arkansas"
"3298","2016-123124",53,"BATTERY 2ND DEGREE",2016-10-31,10,"Monday",-92.3103,34.731544,"2109 BROWN ST","Little Rock"," Arkansas"
"3299","2016-009364",91,"BREAKING ",2016-01-26,1,"Tuesday",-92.3564659,34.6525047,"10720 EXCALIBUR DR","Little Rock"," Arkansas"
"3300","2016-019011",54,"BREAKING ",2016-02-20,2,"Saturday",-92.335091,34.740789,"5501 W 12TH ST","Little Rock"," Arkansas"
"3301","2016-056631",54,"AUTOTHEFT",2016-05-23,5,"Monday",-92.3290303,34.739373,"1324 S MONROE ST","Little Rock"," Arkansas"
"3302","2016-072557",62,"BREAKING ",2016-06-30,6,"Thursday",-92.3462477,34.7180423,"6416 COLONEL GLENN RD","Little Rock"," Arkansas"
"3303","2016-070536",40,"BREAKING ",2016-06-26,6,"Sunday",-92.2655096,34.7464562,"500 E 2ND ST","Little Rock"," Arkansas"
"3304","2016-095212",71,"BREAKING ",2016-08-24,8,"Wednesday",-92.4050768,34.7672669,"1502 GREEN MOUNTAIN DR","Little Rock"," Arkansas"
"3305","2016-083729",93,"BREAKING ",2016-07-26,7,"Tuesday",-92.4223188,34.6699134,"2119 STAGECOACH VILLAGE CT","Little Rock"," Arkansas"
"3306","2016-065815",71,"BREAKING ",2016-06-15,6,"Wednesday",-92.3791831,34.7268789,"2917 LEHIGH DR","Little Rock"," Arkansas"
"3307","2016-108833",63,"BREAKING ",2016-09-26,9,"Monday",-92.3715287,34.7818383,"10 GLENLEIGH DR","Little Rock"," Arkansas"
"3308","2016-098458",72,"BREAKING ",2016-09-01,9,"Thursday",-92.4486027,34.756877,"16105 CHENAL PKWY","Little Rock"," Arkansas"
"3309","2016-075920",64,"BREAKING ",2016-07-08,7,"Friday",-92.3810343,34.7294753,"2601 ROMINE RD","Little Rock"," Arkansas"
"3310","2016-114125",60,"BREAKING ",2016-10-08,10,"Saturday",-92.3593628,34.7759697,"67 LEFEVER LN","Little Rock"," Arkansas"
"3311","2016-091118",50,"BREAKING ",2016-08-13,8,"Saturday",-92.3096,34.7612919,"1207 REBSAMEN PARK RD","Little Rock"," Arkansas"
"3312","2016-056331",42,"BREAKING ",2016-05-13,5,"Friday",-92.2219757,34.714363,"3201 BANKHEAD DR","Little Rock"," Arkansas"
"3313","2016-085753",71,"BREAKING ",2016-07-31,7,"Sunday",-92.4170694,34.765872,"12808 MORRISON RD","Little Rock"," Arkansas"
"3314","2016-107188",62,"BREAKING ",2016-09-22,9,"Thursday",-92.3425613,34.7216302,"3300 S UNIVERSITY AVE","Little Rock"," Arkansas"
"3315","2016-121420",50,"BREAKING ",2016-10-27,10,"Thursday",-92.3311059,34.7649447,"5209 SHERWOOD RD","Little Rock"," Arkansas"
"3316","2016-061996",40,"BREAKING ",2016-06-05,6,"Sunday",-92.2650396,34.7439551,"600 E CAPITOL AVE","Little Rock"," Arkansas"
"3317","2016-104546",63,"BREAKING ",2016-09-16,9,"Friday",-92.3796845,34.7627233,"1115 SOUTHEDGE DR","Little Rock"," Arkansas"
"3318","2016-097696",70,"BREAKING ",2016-08-30,8,"Tuesday",-92.3398571,34.7405869,"1215 LOOK ST","Little Rock"," Arkansas"
"3319","2016-110294",60,"BREAKING ",2016-09-30,9,"Friday",-92.3407864,34.7555082,"417 N UNIVERSITY AVE","Little Rock"," Arkansas"
"3320","2016-092345",54,"BREAKING ",2016-08-16,8,"Tuesday",-92.3191773,34.7398552,"4100 W 13TH ST","Little Rock"," Arkansas"
"3321","2016-106564",90,"BREAKING ",2016-09-20,9,"Tuesday",-92.3802437,34.6716241,"9101 MABELVALE PIKE","Little Rock"," Arkansas"
"3322","2016-079381",93,"BREAKING ",2016-07-16,7,"Saturday",-92.4415438,34.6451635,"12109 STAGECOACH RD","Little Rock"," Arkansas"
"3323","2016-057262",72,"BREAKING ",2016-05-25,5,"Wednesday",-92.4859194,34.8090152,"19301 CANTRELL RD","Little Rock"," Arkansas"
"3324","2016-048340",93,"BREAKING ",2016-05-03,5,"Tuesday",-92.4081716,34.6610791,"11201 BASS PRO PKWY","Little Rock"," Arkansas"
"3325","2016-042454",64,"BREAKING ",2016-04-19,4,"Tuesday",-92.3929965,34.7408765,"1301 S SHACKLEFORD RD","Little Rock"," Arkansas"
"3326","2016-037556",63,"BREAKING ",2016-04-07,4,"Thursday",-92.3651863,34.762487,"1105 FAWNWOOD RD","Little Rock"," Arkansas"
"3327","2016-082525",72,"BREAKING ",2016-07-23,7,"Saturday",-92.4738415,34.7988483,"2 MARCELLA DR","Little Rock"," Arkansas"
"3328","2016-097344",60,"BREAKING ",2016-08-29,8,"Monday",-92.3422723,34.7506978,"304 S UNIVERSITY AVE","Little Rock"," Arkansas"
"3329","2016-073206",60,"BREAKING ",2016-07-02,7,"Saturday",-92.360129,34.7902877,"7600 REBSAMEN PARK RD","Little Rock"," Arkansas"
"3330","2016-095799",54,"BREAKING ",2016-08-25,8,"Thursday",-92.3296736,34.7406266,"4923 W 12TH ST","Little Rock"," Arkansas"
"3331","2016-107441",63,"BREAKING ",2016-08-23,8,"Tuesday",-92.3761559,34.7711385,"2000 RESERVOIR RD","Little Rock"," Arkansas"
"3332","2016-114567",90,"BREAKING ",2016-10-10,10,"Monday",-92.3913437,34.7055728,"7 CLEARWATER DR","Little Rock"," Arkansas"
"3333","2016-088321",60,"BREAKING ",2016-08-06,8,"Saturday",-92.3601361,34.7741015,"7700 INDIAN TRL","Little Rock"," Arkansas"
"3334","2016-105813",93,"BREAKING ",2016-09-19,9,"Monday",-92.417108,34.6761481,"73 REDLEAF CIR","Little Rock"," Arkansas"
"3335","2016-055304",51,"BREAKING ",2016-05-20,5,"Friday",-92.3248585,34.756725,"614 BEECHWOOD ST","Little Rock"," Arkansas"
"3336","2016-042452",64,"BREAKING ",2016-04-19,4,"Tuesday",-92.3962512,34.744302,"10914 KANIS RD","Little Rock"," Arkansas"
"3337","2016-091610",64,"BREAKING ",2016-08-14,8,"Sunday",-92.3992309,34.7264647,"11 CROSSINGS CT","Little Rock"," Arkansas"
"3338","2016-056983",54,"BREAKING ",2016-05-24,5,"Tuesday",-92.3389655,34.750314,"2 SAINT VINCENT CIR","Little Rock"," Arkansas"
"3339","2016-057032",40,"BREAKING ",2016-05-25,5,"Wednesday",-92.2754208,34.7331725,"1617 CENTER ST","Little Rock"," Arkansas"
"3340","2016-092716",81,"BREAKING ",2016-08-17,8,"Wednesday",-92.3397596,34.669402,"5506 BASELINE RD","Little Rock"," Arkansas"
"3341","2016-079390",93,"BREAKING ",2016-07-16,7,"Saturday",-92.4415438,34.6451635,"12109 STAGECOACH RD","Little Rock"," Arkansas"
"3342","2016-104091",63,"BREAKING ",2016-09-15,9,"Thursday",-92.3615239,34.75764,"9 LORINE CIR","Little Rock"," Arkansas"
"3343","2016-083917",63,"BREAKING ",2016-07-27,7,"Wednesday",-92.3886517,34.7564012,"301 NATURAL RESOURCE DR","Little Rock"," Arkansas"
"3344","2016-045675",92,"BREAKING ",2016-04-26,4,"Tuesday",-92.4400577,34.6420332,"13219 INTERSTATE 30","Little Rock"," Arkansas"
"3345","2016-035479",40,"BREAKING ",2016-04-02,4,"Saturday",-92.2758504,34.7434524,"617 BROADWAY ST","Little Rock"," Arkansas"
