"","INCIDENT_NUMBER","LOCATION_DISTRICT","OFFENS_DESCRIPTION","ymd","month","wday","LONGTITUDE","LATITUDE","LOCATION_ADDRESS","CITY","STATE"
"7523","2016-034070",71,"RAPE",2016-03-26,3,"Saturday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7524","2016-011575",61,"BURGLARY COMMERCIAL",2016-01-28,1,"Thursday",-92.3535427,34.7414484,"1200 WESTPARK DR","Little Rock"," Arkansas"
"7525","2016-099876",54,"TERR",2016-09-04,9,"Sunday",-92.322143,34.7370373,"4318 W 16TH ST","Little Rock"," Arkansas"
"7526","2016-003842",50,"ROBBERY ",2016-01-11,1,"Monday",-92.3407888,34.7524735,"101 N UNIVERSITY AVE","Little Rock"," Arkansas"
"7527","2016-013518",91,"THEFT OF PROPERTY FEL",2016-02-03,2,"Wednesday",-92.3741121,34.6710954,"9911 INTERSTATE 30","Little Rock"," Arkansas"
"7528","2016-101712",40,"RAPE",2016-09-08,9,"Thursday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7529","2016-036387",93,"DOMESTIC BATTERING 2ND DEGREE",2016-04-04,4,"Monday",-92.411842,34.6557324,"12300 OTTER CREEK RD","Little Rock"," Arkansas"
"7530","2016-052229",72,"BURGLARY COMMERCIAL",2016-05-12,5,"Thursday",-92.4471685,34.7711404,"1801 CHAMPLIN DR","Little Rock"," Arkansas"
"7531","2016-143039",51,"TERR",2016-12-21,12,"Wednesday",-92.2985901,34.7406215,"1101 DENNISON ST","Little Rock"," Arkansas"
"7532","2016-135603",82,"DOMESTIC BATTERING 2ND DEGREE",2016-12-03,12,"Saturday",-92.336563,34.669047,"5300 BASELINE RD","Little Rock"," Arkansas"
"7533","2016-144868",72,"BURGLARY COMMERCIAL",2016-12-26,12,"Monday",-92.4364171,34.801753,"14710 CANTRELL RD","Little Rock"," Arkansas"
"7534","2016-000897",82,"ROBBERY ",2016-01-03,1,"Sunday",-92.3776373,34.6751367,"6510 MABELVALE","Little Rock"," Arkansas"
"7535","2016-016530",81,"ROBBERY ",2016-02-13,2,"Saturday",-92.3346626,34.6855639,"5200 WYCLIFFE DR","Little Rock"," Arkansas"
"7536","2016-019734",52,"ROBBERY ",2016-02-22,2,"Monday",-92.280237,34.7275768,"2200 S ARCH ST","Little Rock"," Arkansas"
"7537","2016-071847",54,"RAPE",2016-06-29,6,"Wednesday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7538","2016-127450",52,"DOMESTIC BATTERING 1ST DEGREE",2016-11-10,11,"Thursday",-92.2973187,34.7277987,"2215 S PARK ST","Little Rock"," Arkansas"
"7539","2016-129446",60,"DOMESTIC BATTERING 2ND DEGREE",2016-11-17,11,"Thursday",-92.3470943,34.7521756,"101 S PLAZA DR","Little Rock"," Arkansas"
"7540","2016-047312",53,"ROBBERY ",2016-05-01,5,"Sunday",-92.313971,34.7393941,"3600 W 13TH ST","Little Rock"," Arkansas"
"7541","2016-134775",60,"DOMESTIC BATTERING 2ND DEGREE",2016-12-01,12,"Thursday",-92.3513008,34.7696104,"6838 CANTRELL RD","Little Rock"," Arkansas"
"7542","2016-005536",40,"RAPE",2016-01-03,1,"Sunday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7543","2016-070421",81,"RAPE",2016-06-26,6,"Sunday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7544","2016-073580",64,"BURGLARY COMMERCIAL",2016-07-02,7,"Saturday",-92.3943963,34.7519651,"270 S SHACKLEFORD RD","Little Rock"," Arkansas"
"7545","2016-144323",62,"TERR",2016-12-25,12,"Sunday",-92.3457789,34.71887,"6310 COLONEL GLENN RD","Little Rock"," Arkansas"
"7546","2016-067378",61,"DOMESTIC BATTERING 2ND DEGREE",2016-06-18,6,"Saturday",-92.3568614,34.7401211,"1510 PARHAM POINTE DR","Little Rock"," Arkansas"
"7547","2016-129518",82,"DOMESTIC BATTERING 2ND DEGREE",2016-11-13,11,"Sunday",-92.2665206,34.606844,"13308 QUAIL BEND DR","Little Rock"," Arkansas"
"7548","2016-096735",41,"TERR",2016-08-27,8,"Saturday",-92.2665591,34.7270758,"2210 BRAGG ST","Little Rock"," Arkansas"
"7549","2016-113863",53,"RAPE",2016-10-09,10,"Sunday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7550","2016-138705",70,"ROBBERY ",2016-12-11,12,"Sunday",-92.4015795,34.7931631,"11525 CANTRELL RD","Little Rock"," Arkansas"
"7551","2016-074904",81,"BURGLARY COMMERCIAL",2016-07-05,7,"Tuesday",-92.3611191,34.6700081,"7510 BASELINE RD","Little Rock"," Arkansas"
"7552","2016-141051",91,"TERR",2016-12-17,12,"Saturday",-92.3641454,34.663364,"9508 CARLING DR","Little Rock"," Arkansas"
"7553","2016-119280",64,"BURGLARY COMMERCIAL",2016-10-22,10,"Saturday",-92.3726902,34.7410792,"1200 JOHN BARROW RD","Little Rock"," Arkansas"
"7554","2016-123321",40,"ROBBERY ",2016-11-01,11,"Tuesday",-92.2690759,34.7418392,"300 E 7TH ST","Little Rock"," Arkansas"
"7555","2016-144562",54,"DOMESTIC BATTERING 2ND DEGREE",2016-12-26,12,"Monday",-92.3314649,34.7388449,"1404 S VAN BUREN ST","Little Rock"," Arkansas"
"7556","2016-134181",63,"ROBBERY ",2016-11-29,11,"Tuesday",-92.384665,34.764801,"10100 N RODNEY PARHAM RD","Little Rock"," Arkansas"
"7557","2016-088799",40,"ROBBERY ",2016-08-07,8,"Sunday",-92.2708486,34.7406975,"800 S SCOTT ST","Little Rock"," Arkansas"
"7558","2016-143374",63,"RAPE",2016-12-23,12,"Friday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7559","2016-026922",63,"DOMESTIC BATTERING 2ND DEGREE",2016-03-11,3,"Friday",-92.3903875,34.7551162,"10524 W MARKHAM ST","Little Rock"," Arkansas"
"7560","2016-016500",81,"TERR",2016-02-13,2,"Saturday",-92.344646,34.6753257,"8200 GEYER SPRINGS RD","Little Rock"," Arkansas"
"7561","2016-074680",64,"RAPE",2016-07-04,7,"Monday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7562","2016-066529",90,"DOMESTIC BATTERING 2ND DEGREE",2016-06-17,6,"Friday",-92.36989,34.6795327,"26 MELINDA DR","Little Rock"," Arkansas"
"7563","2016-129184",80,"TERR",2016-11-16,11,"Wednesday",-92.3307939,34.6924991,"4813 TERRA VISTA CIR","Little Rock"," Arkansas"
"7564","2016-056535",81,"ROBBERY ",2016-05-23,5,"Monday",-92.3318449,34.6898536,"5001 W 65TH ST","Little Rock"," Arkansas"
"7565","2016-092714",40,"ROBBERY ",2016-08-17,8,"Wednesday",-92.2753117,34.7429446,"400 W 7TH ST","Little Rock"," Arkansas"
"7566","2016-019209",90,"ROBBERY ",2016-02-20,2,"Saturday",-92.4062627,34.7086813,"18 COLONEL GLENN PLAZA DR","Little Rock"," Arkansas"
"7567","2016-097281",82,"DOMESTIC BATTERING 2ND DEGREE",2016-08-29,8,"Monday",-92.342077,34.6673532,"5813 BASELINE RD","Little Rock"," Arkansas"
"7568","2016-062688",64,"RAPE",2016-06-07,6,"Tuesday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7569","2016-054938",54,"TERR",2016-05-19,5,"Thursday",-92.3255903,34.7226661,"4603 ASHER AVE","Little Rock"," Arkansas"
"7570","2016-146417",72,"THEFT OF PROPERTY FEL",2016-12-30,12,"Friday",-92.488664,34.7864092,"74 SOLOGNE CIR","Little Rock"," Arkansas"
"7571","2016-033530",81,"DOMESTIC BATTERING 2ND DEGREE",2016-03-28,3,"Monday",-92.3477248,34.678789,"8701 INTERSTATE 30","Little Rock"," Arkansas"
"7572","2016-079583",52,"DOMESTIC BATTERING 2ND DEGREE",2016-07-16,7,"Saturday",-92.2820649,34.7271759,"2215 S STATE ST","Little Rock"," Arkansas"
"7573","2016-137033",64,"RAPE",2016-10-05,10,"Wednesday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7574","2016-115012",71,"ROBBERY ",2016-10-11,10,"Tuesday",-92.4214868,34.7522017,"13111 W MARKHAM ST","Little Rock"," Arkansas"
"7575","2016-131712",54,"HOMICIDE",2016-11-22,11,"Tuesday",-92.3327748,34.7335986,"2000 S HARRISON ST","Little Rock"," Arkansas"
"7576","2016-072218",51,"TERR",2016-06-30,6,"Thursday",-92.3002162,34.7406429,"1100 RICE ST","Little Rock"," Arkansas"
"7577","2016-099574",91,"HOMICIDE",2016-09-03,9,"Saturday",-92.3624105,34.6657295,"7524 FAIRFIELD DR","Little Rock"," Arkansas"
"7578","2016-131583",50,"HOMICIDE",2016-11-22,11,"Tuesday",-92.3365312,34.753612,"220 N TAYLOR ST","Little Rock"," Arkansas"
"7579","2016-100233",50,"BURGLARY COMMERCIAL",2016-09-03,9,"Saturday",-92.3114177,34.7648593,"3501 OLD CANTRELL RD","Little Rock"," Arkansas"
"7580","2016-120340",40,"HOMICIDE",2016-10-25,10,"Tuesday",-92.2664821,34.7408001,"512 E 8TH ST","Little Rock"," Arkansas"
"7581","2016-049250",64,"TERR",2016-05-05,5,"Thursday",-92.3761606,34.734676,"2123 LABETTE MANOR DR","Little Rock"," Arkansas"
"7582","2016-016767",60,"ROBBERY ",2016-02-14,2,"Sunday",-92.3428118,34.7533624,"6000 W MARKHAM ST","Little Rock"," Arkansas"
"7583","2016-026906",91,"DOMESTIC BATTERING 2ND DEGREE",2016-03-10,3,"Thursday",-92.363048,34.6592445,"7600 REBECCA DR","Little Rock"," Arkansas"
"7584","2016-065480",64,"RAPE",2016-02-01,2,"Monday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7585","2016-030503",63,"BURGLARY COMMERCIAL",2016-03-18,3,"Friday",-92.3615282,34.7728388,"7815 T ST","Little Rock"," Arkansas"
"7586","2016-018158",64,"ROBBERY ",2016-02-18,2,"Thursday",-92.3975621,34.7283127,"2700 S SHACKLEFORD RD","Little Rock"," Arkansas"
"7587","2016-076960",81,"DOMESTIC BATTERING 2ND DEGREE",2016-07-10,7,"Sunday",-92.3419635,34.6694112,"5820 BASELINE RD","Little Rock"," Arkansas"
"7588","2016-123881",41,"ROBBERY ",2016-11-02,11,"Wednesday",-92.2677806,34.7282397,"515 E 21ST ST","Little Rock"," Arkansas"
"7589","2016-005990",71,"ROBBERY ",2016-01-16,1,"Saturday",-92.429364,34.752536,"13909 CHENAL","Little Rock"," Arkansas"
"7590","2016-107257",52,"TERR",2016-09-22,9,"Thursday",-92.2891463,34.7323948,"1423 WRIGHT","Little Rock"," Arkansas"
"7591","2016-124013",62,"ROBBERY ",2016-11-02,11,"Wednesday",-92.342759,34.7192698,"3700 S UNIVERSITY AVE","Little Rock"," Arkansas"
"7592","2016-135215",50,"DOMESTIC BATTERING 2ND DEGREE",2016-12-02,12,"Friday",-92.3292466,34.7521839,"4942 W MARKHAM ST","Little Rock"," Arkansas"
"7593","2016-057643",61,"DOMESTIC BATTERING 2ND DEGREE",2016-05-26,5,"Thursday",-92.3650899,34.7393858,"1401 LABELLE DR","Little Rock"," Arkansas"
"7594","2016-025132",54,"ROBBERY ",2016-03-07,3,"Monday",-92.3238516,34.7366874,"4505 W 16TH ST","Little Rock"," Arkansas"
"7595","2016-130652",42,"BURGLARY COMMERCIAL",2016-11-20,11,"Sunday",-92.2429642,34.7223534,"2508 E ROOSEVELT RD","Little Rock"," Arkansas"
"7596","2016-091908",62,"DOMESTIC BATTERING 2ND DEGREE",2016-08-15,8,"Monday",-92.3621661,34.724876,"3104 WYNNE DR","Little Rock"," Arkansas"
"7597","2016-071465",54,"TERR",2016-06-28,6,"Tuesday",-92.3239918,34.7250486,"4425 W 29TH ST","Little Rock"," Arkansas"
"7598","2016-044323",41,"ROBBERY ",2016-04-23,4,"Saturday",-92.2770625,34.7257155,"2323 S SPRING ST","Little Rock"," Arkansas"
"7599","2016-029791",53,"ROBBERY ",2016-03-18,3,"Friday",-92.3155501,34.7272906,"2608 MAPLE ST","Little Rock"," Arkansas"
"7600","2016-028508",53,"TERR",2016-03-14,3,"Monday",-92.3188884,34.7379837,"1423 S ELM ST","Little Rock"," Arkansas"
"7601","2016-077917",63,"RAPE",2016-07-13,7,"Wednesday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7602","2016-128970",64,"TERR",2016-11-16,11,"Wednesday",-92.3785047,34.720865,"9300 W 36TH ST","Little Rock"," Arkansas"
"7603","2016-019411",64,"BURGLARY COMMERCIAL",2016-02-20,2,"Saturday",-92.4064682,34.7576477,"400 N BOWMAN RD","Little Rock"," Arkansas"
"7604","2016-140791",91,"RAPE",2016-12-16,12,"Friday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7605","2016-061452",81,"ROBBERY ",2016-06-04,6,"Saturday",-92.342754,34.6733622,"5924 CHAUCER LN","Little Rock"," Arkansas"
"7606","2016-039481",71,"DOMESTIC BATTERING 2ND DEGREE",2016-04-11,4,"Monday",-92.4099853,34.7365757,"3 CHERRYSIDE CT","Little Rock"," Arkansas"
"7607","2016-088043",82,"DISCHARGE OF A FIREARM FROM A VEHICLE",2016-08-06,8,"Saturday",-92.3420219,34.6585203,"5708 DREXEL AVE","Little Rock"," Arkansas"
"7608","2016-022302",63,"RAPE",2016-02-29,2,"Monday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7609","2016-070049",43,"EXPOSING ANOTHER PERS",2016-06-25,6,"Saturday",-92.2609814,34.7309768,"1101 E 17TH ST","Little Rock"," Arkansas"
"7610","2016-142858",54,"TERR",2016-12-21,12,"Wednesday",-92.3328763,34.7265334,"5300 W 28TH ST","Little Rock"," Arkansas"
"7611","2016-138461",60,"ROBBERY ",2016-12-10,12,"Saturday",-92.3417331,34.7514862,"104 S UNIVERSITY AVE","Little Rock"," Arkansas"
"7612","2016-056237",62,"BURGLARY COMMERCIAL",2016-05-23,5,"Monday",-92.3626772,34.7143464,"7710 COLONEL GLENN RD","Little Rock"," Arkansas"
"7613","2016-058393",81,"ROBBERY ",2016-05-28,5,"Saturday",-92.3099156,34.6874367,"2900 W 68TH ST","Little Rock"," Arkansas"
"7614","2016-113978",80,"BURGLARY COMMERCIAL",2016-10-08,10,"Saturday",-92.3435439,34.7027276,"6004 W 53RD ST","Little Rock"," Arkansas"
"7615","2016-138903",61,"TERR",2016-12-11,12,"Sunday",-92.3669597,34.7293601,"6 BAY ST","Little Rock"," Arkansas"
"7616","2016-133161",82,"TERR",2016-11-26,11,"Saturday",-92.3386118,34.6657762,"5316 STANLEY DR","Little Rock"," Arkansas"
"7617","2016-095796",81,"BURGLARY COMMERCIAL",2016-08-16,8,"Tuesday",-92.3444297,34.6886871,"6600 GEYER SPRINGS RD","Little Rock"," Arkansas"
"7618","2016-138141",54,"TERR",2016-12-09,12,"Friday",-92.3280268,34.7292335,"4812 W 25TH ST","Little Rock"," Arkansas"
"7619","2016-027236",54,"RAPE",2016-03-10,3,"Thursday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7620","2016-074485",54,"RAPE",2016-07-05,7,"Tuesday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7621","2016-080419",71,"ROBBERY ",2016-07-18,7,"Monday",-92.4129976,34.7559662,"12610 CHENAL PKWY","Little Rock"," Arkansas"
"7622","2016-092302",91,"ROBBERY ",2016-08-16,8,"Tuesday",-92.366066,34.646953,"11500 CHICOT RD","Little Rock"," Arkansas"
"7623","2016-091810",93,"DOMESTIC BATTERING 2ND DEGREE",2016-08-15,8,"Monday",-92.4415438,34.6451635,"12109 STAGECOACH RD","Little Rock"," Arkansas"
"7624","2016-083574",54,"ROBBERY ",2016-07-26,7,"Tuesday",-92.3259963,34.7282745,"2517 JEFFERSON ST","Little Rock"," Arkansas"
"7625","2016-009944",64,"RAPE",2016-01-23,1,"Saturday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7626","2016-123202",82,"DOMESTIC BATTERING 1ST DEGREE",2016-11-01,11,"Tuesday",-92.3399753,34.6567567,"10307 INDEPENDENCE LN","Little Rock"," Arkansas"
"7627","2016-123353",54,"TERR",2016-10-31,10,"Monday",-92.3230289,34.7343883,"1820 PEYTON ST","Little Rock"," Arkansas"
"7628","2016-064074",54,"TERR",2016-06-10,6,"Friday",-92.3283542,34.7251922,"2905 S MONROE ST","Little Rock"," Arkansas"
"7629","2016-098624",63,"RAPE",2016-09-01,9,"Thursday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7630","2016-050522",53,"BURGLARY COMMERCIAL",2016-05-06,5,"Friday",-92.3078844,34.7508135,"3101 W MARKHAM ST","Little Rock"," Arkansas"
"7631","2016-119202",60,"BURGLARY COMMERCIAL",2016-10-22,10,"Saturday",-92.3499151,34.7686351,"6706 CANTRELL RD","Little Rock"," Arkansas"
"7632","2016-009351",82,"TERR",2016-01-25,1,"Monday",-92.3243,34.6630473,"3944 ARAPAHO","Little Rock"," Arkansas"
"7633","2016-006180",80,"TERR",2016-01-16,1,"Saturday",-92.3422275,34.6912659,"5920 W 65TH ST","Little Rock"," Arkansas"
"7634","2016-107394",64,"RAPE",2016-09-23,9,"Friday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7635","2016-122060",50,"ROBBERY ",2016-10-29,10,"Saturday",-92.3248585,34.756725,"614 BEECHWOOD ST","Little Rock"," Arkansas"
"7636","2016-099674",63,"ROBBERY ",2016-09-04,9,"Sunday",-92.3842354,34.7533597,"9901 W MARKHAM ST","Little Rock"," Arkansas"
"7637","2016-116827",40,"BURGLARY COMMERCIAL",2016-10-16,10,"Sunday",-92.26988,34.747722,"107 E MARKHAM ST","Little Rock"," Arkansas"
"7638","2016-003951",81,"RAPE",2016-01-11,1,"Monday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7639","2016-014271",90,"DOMESTIC BATTERING 2ND DEGREE",2016-02-01,2,"Monday",-92.3978086,34.7073879,"25 REMINGTON DR","Little Rock"," Arkansas"
"7640","2016-035568",40,"DOMESTIC BATTERING 2ND DEGREE",2016-04-02,4,"Saturday",-92.275254,34.7370988,"1212 CENTER ST","Little Rock"," Arkansas"
"7641","2016-057451",40,"ROBBERY ",2016-05-26,5,"Thursday",-92.2763311,34.7416783,"801 S BROADWAY ST","Little Rock"," Arkansas"
"7642","2016-117111",90,"ROBBERY ",2016-10-17,10,"Monday",-92.4089841,34.710478,"12001 COLONEL GLENN RD","Little Rock"," Arkansas"
"7643","2016-005775",70,"ROBBERY ",2016-01-15,1,"Friday",-92.4151968,34.7987406,"12814 CANTRELL RD","Little Rock"," Arkansas"
"7644","2016-000352",80,"DOMESTIC BATTERING 2ND DEGREE",2016-01-01,1,"Friday",-92.3420182,34.7026806,"5201 GEYER SPRINGS RD","Little Rock"," Arkansas"
"7645","2016-036195",81,"BURGLARY COMMERCIAL",2016-04-01,4,"Friday",-92.360618,34.680079,"9222 INTERSTATE 30","Little Rock"," Arkansas"
"7646","2016-083857",81,"ROBBERY ",2016-07-27,7,"Wednesday",-92.3441605,34.6797476,"7724 GEYER SPRINGS RD","Little Rock"," Arkansas"
"7647","2016-126705",42,"TERR",2016-11-09,11,"Wednesday",-92.2437524,34.7383281,"906 CALHOUN ST","Little Rock"," Arkansas"
"7648","2016-112739",70,"BURGLARY COMMERCIAL",2016-10-05,10,"Wednesday",-92.4162257,34.7960857,"4710 SAM PECK RD","Little Rock"," Arkansas"
"7649","2016-113074",71,"BURGLARY COMMERCIAL",2016-10-07,10,"Friday",-92.4296748,34.7449449,"14000 KANIS RD","Little Rock"," Arkansas"
"7650","2016-057654",51,"DOMESTIC BATTERING 2ND DEGREE",2016-05-26,5,"Thursday",-92.3018222,34.7380393,"2508 W DAISY L GATSON BATES DR","Little Rock"," Arkansas"
"7651","2016-099878",82,"ROBBERY ",2016-09-04,9,"Sunday",-92.342077,34.6673532,"5813 BASELINE RD","Little Rock"," Arkansas"
"7652","2016-098798",62,"TERR",2016-09-01,9,"Thursday",-92.3690803,34.715034,"4200 COBB ST","Little Rock"," Arkansas"
"7653","2016-132953",50,"BURGLARY COMMERCIAL",2016-11-26,11,"Saturday",-92.3114177,34.7648593,"3501 OLD CANTRELL RD","Little Rock"," Arkansas"
"7654","2016-067759",63,"ROBBERY ",2016-06-19,6,"Sunday",-92.3903875,34.7551162,"10524 W MARKHAM ST","Little Rock"," Arkansas"
"7655","2016-069641",63,"BURGLARY COMMERCIAL",2016-06-24,6,"Friday",-92.3799337,34.7593481,"9501 N RODNEY PARHAM RD","Little Rock"," Arkansas"
"7656","2016-001047",52,"TERR",2016-01-03,1,"Sunday",-92.2908013,34.7220926,"1524 W 28TH ST","Little Rock"," Arkansas"
"7657","2016-065449",63,"THEFT OF PROPERTY FEL",2016-05-06,5,"Friday",-92.3893461,34.7544895,"10500 W MARKHAM ST","Little Rock"," Arkansas"
"7658","2016-096384",54,"DOMESTIC BATTERING 2ND DEGREE",2016-08-24,8,"Wednesday",-92.3406732,34.7399203,"1405 LOOK ST","Little Rock"," Arkansas"
"7659","2016-114456",41,"DOMESTIC BATTERING 2ND DEGREE",2016-10-10,10,"Monday",-92.2710987,34.7274663,"2201 CUMBERLAND ST","Little Rock"," Arkansas"
"7660","2016-111264",54,"TERR",2016-10-02,10,"Sunday",-92.3329661,34.7298385,"2400 S HARRISON ST","Little Rock"," Arkansas"
"7661","2016-116236",54,"DOMESTIC BATTERING 2ND DEGREE",2016-10-14,10,"Friday",-92.3201787,34.7280125,"4108 W 26TH ST","Little Rock"," Arkansas"
"7662","2016-105294",81,"ROBBERY ",2016-09-18,9,"Sunday",-92.332301,34.6774716,"11 REGINA","Little Rock"," Arkansas"
"7663","2016-132917",60,"ROBBERY ",2016-11-26,11,"Saturday",-92.3514908,34.7679733,"6815 CANTRELL RD","Little Rock"," Arkansas"
"7664","2016-030542",71,"DOMESTIC BATTERING 2ND DEGREE",2016-03-20,3,"Sunday",-92.4042062,34.7706872,"1912 GREEN MOUNTAIN DR","Little Rock"," Arkansas"
"7665","2016-074447",93,"BURGLARY COMMERCIAL",2016-07-03,7,"Sunday",-92.397054,34.664951,"10624 INTERSTATE 30","Little Rock"," Arkansas"
"7666","2016-065702",50,"BURGLARY COMMERCIAL",2016-06-15,6,"Wednesday",-92.3296807,34.7592778,"3223 KAVANAUGH","Little Rock"," Arkansas"
"7667","2016-113109",64,"RAPE",2016-10-07,10,"Friday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7668","2016-082321",80,"ROBBERY ",2016-07-23,7,"Saturday",-92.3420137,34.7141839,"4111 S UNIVERSITY AVE","Little Rock"," Arkansas"
"7669","2016-117507",62,"TERR",2016-10-17,10,"Monday",-92.3432867,34.7168478,"6201 COLONEL GLENN RD","Little Rock"," Arkansas"
"7670","2016-128730",54,"DOMESTIC BATTERING 2ND DEGREE",2016-11-05,11,"Saturday",-92.3239148,34.7350619,"1721 TULANE AVE","Little Rock"," Arkansas"
"7671","2016-123211",54,"TERR",2016-11-01,11,"Tuesday",-92.3225859,34.7343751,"1811 PEYTON ST","Little Rock"," Arkansas"
"7672","2016-144480",70,"BURGLARY COMMERCIAL",2016-12-24,12,"Saturday",-92.4024629,34.7720045,"11601 N RODNEY PARHAM RD","Little Rock"," Arkansas"
"7673","2016-122047",50,"ROBBERY ",2016-10-29,10,"Saturday",-92.3236066,34.7540093,"311 BEECHWOOD ST","Little Rock"," Arkansas"
"7674","2016-118360",90,"RAPE",2012-05-01,5,"Tuesday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7675","2016-071767",54,"DOMESTIC BATTERING 2ND DEGREE",2016-06-29,6,"Wednesday",-92.3238763,34.7415351,"4501 W 11TH ST","Little Rock"," Arkansas"
"7676","2016-011261",80,"DOMESTIC BATTERING 1ST DEGREE",2016-01-30,1,"Saturday",-92.3330867,34.7197048,"5301 ASHER AVE","Little Rock"," Arkansas"
"7677","2016-089715",90,"TERR",2016-08-10,8,"Wednesday",-92.3601747,34.6843837,"7428 MABELVALE PIKE","Little Rock"," Arkansas"
"7678","2016-063411",71,"ROBBERY ",2016-06-09,6,"Thursday",-92.4101162,34.7484792,"700 S BOWMAN RD","Little Rock"," Arkansas"
"7679","2016-010505",71,"DOMESTIC BATTERING 1ST DEGREE",2016-01-29,1,"Friday",-92.4042062,34.7706872,"1912 GREEN MOUNTAIN DR","Little Rock"," Arkansas"
"7680","2016-026636",40,"RAPE",2016-03-11,3,"Friday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7681","2016-060900",51,"ROBBERY ",2016-06-01,6,"Wednesday",-92.2765045,34.7455544,"500 W CAPITOL","Little Rock"," Arkansas"
"7682","2016-059550",53,"BURGLARY COMMERCIAL",2015-05-30,5,"Saturday",-92.310112,34.721315,"3215 BROWN ST","Little Rock"," Arkansas"
"7683","2016-095238",42,"DOMESTIC BATTERING 2ND DEGREE",2016-08-24,8,"Wednesday",-92.2482513,34.7437687,"1909 E 4TH ST","Little Rock"," Arkansas"
"7684","2016-144266",40,"RAPE",2016-12-25,12,"Sunday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7685","2016-141490",54,"RAPE",2016-12-18,12,"Sunday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7686","2016-004440",82,"DOMESTIC BATTERING 2ND DEGREE",2016-01-07,1,"Thursday",-92.3572065,34.6639728,"7100 REDWOOD DR","Little Rock"," Arkansas"
"7687","2016-047143",81,"ROBBERY ",2016-04-30,4,"Saturday",-92.345278,34.6704422,"8824 GEYER SPRINGS RD","Little Rock"," Arkansas"
"7688","2016-099432",63,"DOMESTIC BATTERING 2ND DEGREE",2016-09-03,9,"Saturday",-92.3898992,34.7640664,"1010 BRECKENRIDGE DR","Little Rock"," Arkansas"
"7689","2016-132053",54,"TERR",2016-11-23,11,"Wednesday",-92.3339884,34.7218157,"3323 FAIR PARK","Little Rock"," Arkansas"
"7690","2016-126010",64,"BURGLARY COMMERCIAL",2016-11-07,11,"Monday",-92.3726662,34.7390017,"1500 JOHN BARROW RD","Little Rock"," Arkansas"
"7691","2016-046199",60,"ROBBERY ",2016-04-28,4,"Thursday",-92.3437502,34.7466094,"600 S UNIVERSITY AVE","Little Rock"," Arkansas"
"7692","2016-033048",54,"RAPE",2016-03-26,3,"Saturday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"7693","2016-130393",54,"DOMESTIC BATTERING 1ST DEGREE",2016-11-19,11,"Saturday",-92.3306945,34.7248779,"5020 W 30TH ST","Little Rock"," Arkansas"
"7694","2016-117744",70,"BURGLARY COMMERCIAL",2016-08-01,8,"Monday",-92.4023818,34.7949522,"11702 PLEASANT RIDGE RD","Little Rock"," Arkansas"
"7695","2016-105393",71,"HOMICIDE",2016-09-18,9,"Sunday",-92.4214868,34.7522017,"13111 W MARKHAM ST","Little Rock"," Arkansas"
"7696","2016-111613",61,"ROBBERY ",2016-10-03,10,"Monday",-92.354588,34.7273948,"7124 ARCHWOOD DR","Little Rock"," Arkansas"
"7697","2016-058251",40,"DOMESTIC BATTERING 2ND DEGREE",2016-05-27,5,"Friday",-92.2700407,34.7417049,"701 S SCOTT ST","Little Rock"," Arkansas"
"7698","2016-031036",52,"ROBBERY ",2016-03-21,3,"Monday",-92.2956931,34.7366852,"2024 W 15TH ST","Little Rock"," Arkansas"
"7699","2016-082724",52,"BURGLARY COMMERCIAL",2016-07-22,7,"Friday",-92.281409,34.716491,"3221 S GAINES ST","Little Rock"," Arkansas"
